"﻿""Data Source""",World Development Indicators,
Last Updated Date,2019-06-28,
Country Name,Country Code,Indicator Name,Indicator Code,Indicator Value
Bangladesh,BGD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.476
Bangladesh,BGD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,32.4
Bangladesh,BGD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,118.552040100098
Bangladesh,BGD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.11763000488281
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,13.0743171021391
Bangladesh,BGD,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,2.7
Bangladesh,BGD,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,176
Bangladesh,BGD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,4.88864858128713
Bangladesh,BGD,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,5.35719019951986
Bangladesh,BGD,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,4.60596281196676
Bangladesh,BGD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,34.1619047619048
Bangladesh,BGD,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,35.87
Bangladesh,BGD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,15.1180991744598
Bangladesh,BGD,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,8.916143359
Bangladesh,BGD,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,1.792305621
Bangladesh,BGD,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,7.123837738
Bangladesh,BGD,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,4.58469425909382
Bangladesh,BGD,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,7.838
Bangladesh,BGD,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,4
Bangladesh,BGD,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,0
Bangladesh,BGD,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,0
Bangladesh,BGD,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,64.6944813308178
Bangladesh,BGD,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,26682.82158
Bangladesh,BGD,Methane emissions (% change from 1990),EN.ATM.METH.ZG,20.7237805235112
Bangladesh,BGD,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,105141.6
Bangladesh,BGD,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,0
Bangladesh,BGD,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,44.6709619559371
Bangladesh,BGD,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,183300.562417687
Bangladesh,BGD,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-86.9817644574954
Bangladesh,BGD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-9405.990021688
Bangladesh,BGD,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,4.79482940027055
Bangladesh,BGD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3509.319
Bangladesh,BGD,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.154435126035998
Bangladesh,BGD,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.146150671469139
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.473657610012808
Bangladesh,BGD,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,20.8126659652287
Bangladesh,BGD,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,15232.718
Bangladesh,BGD,CO2 emissions (kt),EN.ATM.CO2E.KT,73189.653
Bangladesh,BGD,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.497897856246739
Bangladesh,BGD,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,62.8087579538053
Bangladesh,BGD,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,45969.512
Bangladesh,BGD,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.06615058483998
Bangladesh,BGD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,229.246412864672
Bangladesh,BGD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,320.204158205446
Bangladesh,BGD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,74.7453390711881
Bangladesh,BGD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.7470690115416
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0.267746691294843
Bangladesh,BGD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,158000000
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1.2268899018827
Bangladesh,BGD,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,16.3799969497212
Bangladesh,BGD,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bangladesh,BGD,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,80.7035976343394
Bangladesh,BGD,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0.959143210587856
Bangladesh,BGD,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,1.6895155140567
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,88
Bangladesh,BGD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.861499841893526
Bangladesh,BGD,Cereal yield (kg per hectare),AG.YLD.CREL.KG,4411.2
Bangladesh,BGD,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,59.7114925950658
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,10.9579782162869
Bangladesh,BGD,Forest area (sq. km),AG.LND.FRST.K2,14264.0002441406
Bangladesh,BGD,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,9.636463045
Bangladesh,BGD,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.646632581
Bangladesh,BGD,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,873.0510864
Bangladesh,BGD,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,8.989830464
Bangladesh,BGD,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12137.62109
Bangladesh,BGD,Arable land (% of land area),AG.LND.ARBL.ZS,59.646692486268
Bangladesh,BGD,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.6323266569678
Bangladesh,BGD,Agricultural land (sq. km),AG.LND.AGRI.K2,91942.099609375
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.008
Bulgaria,BGR,Urban population,SP.URB.TOTL,5268724
Bulgaria,BGR,Urban population growth (annual %),SP.URB.GROW,-0.280793034328988
Bulgaria,BGR,"Population, total",SP.POP.TOTL,7024216
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.733767859366281
Bulgaria,BGR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1.5
Bulgaria,BGR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,1.6
Bulgaria,BGR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,
Bulgaria,BGR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,7.5
Bulgaria,BGR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,94.6320571899414
Bulgaria,BGR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976090013980865
Bulgaria,BGR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.6476155266652
Bulgaria,BGR,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,
Bulgaria,BGR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,59
Bulgaria,BGR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,28.2969904804196
Bulgaria,BGR,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,8.10330994468942
Bulgaria,BGR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,34.7035801172141
Bulgaria,BGR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,27.2142857142857
Bulgaria,BGR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,5.629
Bulgaria,BGR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.1147333738029
Bulgaria,BGR,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,0.735205043
Bulgaria,BGR,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,0.594744866
Bulgaria,BGR,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,0.140460177
Bulgaria,BGR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,0.00855316044646202
Bulgaria,BGR,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,-11.7818769091571
Bulgaria,BGR,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,3.5
Bulgaria,BGR,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,0
Bulgaria,BGR,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,18
Bulgaria,BGR,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,-49.9049590880669
Bulgaria,BGR,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,4645.57664367875
Bulgaria,BGR,Methane emissions (% change from 1990),EN.ATM.METH.ZG,-24.7637109541265
Bulgaria,BGR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,11793.6644893859
Bulgaria,BGR,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,648
Bulgaria,BGR,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,-37.1401672865778
Bulgaria,BGR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,67942.6956330647
Bulgaria,BGR,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,226.971532643341
Bulgaria,BGR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-1507.14364453126
Bulgaria,BGR,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,58.9694821474885
Bulgaria,BGR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,25012.607
Bulgaria,BGR,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.359684670266961
Bulgaria,BGR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.334862876348331
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.87161586934993
Bulgaria,BGR,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,26.0914671046944
Bulgaria,BGR,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11067.006
Bulgaria,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,42416.189
Bulgaria,BGR,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,0.803294897996175
Bulgaria,BGR,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,12.7604391804271
Bulgaria,BGR,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,5412.492
Bulgaria,BGR,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.36982748597656
Bulgaria,BGR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2477.65540069696
Bulgaria,BGR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4708.92745757231
Bulgaria,BGR,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,151.776731595609
Bulgaria,BGR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,17.6500779274042
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,6.37437938533503
Bulgaria,BGR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3107000000
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,17.9885929998769
Bulgaria,BGR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.373394608345985
Bulgaria,BGR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,33.8120911202506
Bulgaria,BGR,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,3.82421730745558
Bulgaria,BGR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,11.6142136145419
Bulgaria,BGR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,46.2065569734521
Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bulgaria,BGR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.96103655028061
Bulgaria,BGR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,5479.7
Bulgaria,BGR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,608
Bulgaria,BGR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,1.97597591487972
Bulgaria,BGR,Forest area (% of land area),AG.LND.FRST.ZS,35.3739862856658
Bulgaria,BGR,Forest area (sq. km),AG.LND.FRST.K2,38401.9995117188
Bulgaria,BGR,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.204312854
Bulgaria,BGR,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.074646747
Bulgaria,BGR,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,82.49730682
Bulgaria,BGR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.129666107
Bulgaria,BGR,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,143.3030243
Bulgaria,BGR,Arable land (% of land area),AG.LND.ARBL.ZS,32.2033898305085
Bulgaria,BGR,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.2509211495947
Bulgaria,BGR,Agricultural land (sq. km),AG.LND.AGRI.K2,50210
Bahrain,BHR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.287
Bahrain,BHR,Urban population,SP.URB.TOTL,1401305
Bahrain,BHR,Urban population growth (annual %),SP.URB.GROW,5.03433159069524
Bahrain,BHR,"Population, total",SP.POP.TOTL,1569439
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,4.92116137205662
Bahrain,BHR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
Bahrain,BHR,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,7.6
Bahrain,BHR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,
Bahrain,BHR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,7.3
Bahrain,BHR,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,100.883842468262
Bahrain,BHR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00572001934052
Bahrain,BHR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.288531252620209
Bahrain,BHR,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,
Bahrain,BHR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,62
Bahrain,BHR,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1.68635200570205
Bahrain,BHR,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,1.24223918679232
Bahrain,BHR,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,6.62174781265092
Bahrain,BHR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,5967.5
Bahrain,BHR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,0.2387
Bahrain,BHR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,
Bahrain,BHR,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,34.281653244
Bahrain,BHR,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,24.34428742
Bahrain,BHR,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,9.937365824
Bahrain,BHR,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,
Bahrain,BHR,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,
Bahrain,BHR,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,
Bahrain,BHR,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,0
Bahrain,BHR,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,320
Bahrain,BHR,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,80.847906033102
Bahrain,BHR,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,131.2571496
Bahrain,BHR,Methane emissions (% change from 1990),EN.ATM.METH.ZG,87.6823118330343
Bahrain,BHR,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,3378.5256
Bahrain,BHR,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,0
Bahrain,BHR,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,92.655368233727
Bahrain,BHR,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,32849.1057287728
Bahrain,BHR,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-87.4015748031495
Bahrain,BHR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,9603.1847803203
Bahrain,BHR,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,0
Bahrain,BHR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0
Bahrain,BHR,CO2 emissions (kg per 2011 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,0.534926449805485
Bahrain,BHR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,0.506231074706741
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,23.455406320753
Bahrain,BHR,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,7.06763398080974
Bahrain,BHR,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,2214.868
Bahrain,BHR,CO2 emissions (kt),EN.ATM.CO2E.KT,31338.182
Bahrain,BHR,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,1.04729967287811
Bahrain,BHR,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,90.5452843435525
Bahrain,BHR,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,28375.246
Bahrain,BHR,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.21349453932981
Bahrain,BHR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,10596.5503433565
Bahrain,BHR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,19596.9537638231
Bahrain,BHR,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",EG.USE.COMM.GD.PP.KD,241.666035447934
Bahrain,BHR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,0
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0
Bahrain,BHR,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,0.0315966858587277
Bahrain,BHR,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,0
Bahrain,BHR,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,99.9684033141413
Bahrain,BHR,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0
Bahrain,BHR,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Bahrain,BHR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.46441897244475
Bahrain,BHR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,
Bahrain,BHR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,83
Bahrain,BHR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,43.4782617709587
Bahrain,BHR,Forest area (% of land area),AG.LND.FRST.ZS,0.784061684289783
Bahrain,BHR,Forest area (sq. km),AG.LND.FRST.K2,6.10000014305115
Bahrain,BHR,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,33.97279383
Bahrain,BHR,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,21.2985813
Bahrain,BHR,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,141.5125275
Bahrain,BHR,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,12.67421253
Bahrain,BHR,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,84.21029663
Bahrain,BHR,Arable land (% of land area),AG.LND.ARBL.ZS,2.05655521989817
Bahrain,BHR,Agricultural land (% of land area),AG.LND.AGRI.ZS,11.0539846325564
Bahrain,BHR,Agricultural land (sq. km),AG.LND.AGRI.K2,86.0000038146973
"Bahamas, The",BHS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.025
"Bahamas, The",BHS,Urban population,SP.URB.TOTL,320178
"Bahamas, The",BHS,Urban population growth (annual %),SP.URB.GROW,1.13169108074155
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,385640
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,1.01095334432863
"Bahamas, The",BHS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,
"Bahamas, The",BHS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,
"Bahamas, The",BHS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,
"Bahamas, The",BHS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,7.2
"Bahamas, The",BHS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,98.743766784668
"Bahamas, The",BHS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.05648005008698
"Bahamas, The",BHS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.00147178530024
"Bahamas, The",BHS,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,
"Bahamas, The",BHS,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,118
"Bahamas, The",BHS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,8.55510641678468
"Bahamas, The",BHS,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,7.92288620534516
"Bahamas, The",BHS,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,36.6336475275265
"Bahamas, The",BHS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,
"Bahamas, The",BHS,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,
"Bahamas, The",BHS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,
"Bahamas, The",BHS,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,20.284972574
"Bahamas, The",BHS,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,11.79977694
"Bahamas, The",BHS,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,8.485195634
"Bahamas, The",BHS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,
"Bahamas, The",BHS,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,
"Bahamas, The",BHS,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,
"Bahamas, The",BHS,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE,
"Bahamas, The",BHS,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,
"Bahamas, The",BHS,Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,119.438293317816
"Bahamas, The",BHS,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,130.927353
"Bahamas, The",BHS,Methane emissions (% change from 1990),EN.ATM.METH.ZG,60.2040294076064
"Bahamas, The",BHS,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,226.62462
"Bahamas, The",BHS,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,
"Bahamas, The",BHS,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,35.3862679581633
"Bahamas, The",BHS,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,4865.20676738915
"Bahamas, The",BHS,Other greenhouse gas emissions (% change from 1990),EN.ATM.GHGO.ZG,-89.3406666666672
"Bahamas, The",BHS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,772.456965619469
