05,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,07
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
12,40,35,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,10
12,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,40,35,40,10
18,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,06,16
